"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"mess:MDIS:1                          ","Class","MDIS","1.0.0.0","mess","The MESSENGER MDIS class is the container for MESSENGER MDIS specific metadata elements. ","ppi","","","","","","","","","","",""
"mess:MDIS:2                           mess:piv_read:1                      ","Attribute","piv_read","n/a","mess","Raw pivot reading from resolver (in units of resolver counts). The pivot platform resolver only covers 45 degrees of motion; the resolver read-out values repeat eight times over the entire 360 degrees that an unconstrained platform could travel. This value is used along with dead-reckoning knowledge of which octant the platform is in to give the value in mess.mdis.piv_pos.","ppi","ASCII_Integer","0","1","0","65535","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:piv_rv:1                        ","Attribute","piv_rv","n/a","mess","Validity flag for reading of the MDIS pivot given in mess.mdis.piv_read.","ppi","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:piv_rv:2                         Value:0","Value","0","","","invalid"
"mess:MDIS:2                           mess:piv_rv:2                         Value:1","Value","1","","","valid"
"mess:MDIS:2                           mess:piv_stat:1                      ","Attribute","piv_stat","n/a","mess","Pivot control state of MDIS. A resolver provides a position reading of the pivot platform. The resolver only covers 45 degrees of motion; the resolver read-out values repeat eight times over the entire 360 degrees that an unconstrained platform could travel. The DPU software must determine in which of the eight octants the platform is located before the resolver reading is meaningful. The software combines the octant with the resolver reading to form a position that covers the entire 360 degrees. To determine the octant the DPU software must be commanded to 'home' the platform. To home the pivot platform, the software drives the motor open loop backwards into the hard stop at -185 degrees. Then the software drives the motor forward, open loop, prepositioning it to -179 degrees. Until homing is completed, the pivot platform is considered 'lost' and all other pivot commands will remain pending. This status item describes that state of the pivot in determining this position knowledge.","ppi","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:piv_stat:2                       Value:0","Value","0","","","Lost"
"mess:MDIS:2                           mess:piv_stat:2                       Value:1","Value","1","","","Searching"
"mess:MDIS:2                           mess:piv_stat:2                       Value:2","Value","2","","","Found"
"mess:MDIS:2                           mess:piv_stat:2                       Value:3","Value","3","","","OK"
"mess:MDIS:2                           mess:pixelbin:1                      ","Attribute","pixelbin","n/a","mess","Pixel binning done to MDIS images by the MESSENGER spacecraft main processor (MP). This is in addition to on-chip binning as described by mess_fpu_bin.","ppi","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:pixelbin:2                       Value:0","Value","0","","","no further binning"
"mess:MDIS:2                           mess:pixelbin:2                       Value:2","Value","2","","","2x2 binning"
"mess:MDIS:2                           mess:pixelbin:2                       Value:4","Value","4","","","4x4 binning"
"mess:MDIS:2                           mess:pixelbin:2                       Value:8","Value","8","","","8x8 binning"
"mess:MDIS:2                           mess:source:1                        ","Attribute","source","n/a","mess","Source of an MDIS image, either a scene image from the CCD or one of two test patterns.","ppi","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:source:2                         Value:0","Value","0","","","CCD"
"mess:MDIS:2                           mess:source:2                         Value:1","Value","1","","","Test pattern"
"mess:MDIS:2                           mess:source:2                         Value:2","Value","2","","","Inverted test pattern"
"mess:MDIS:2                           mess:subf_dx1:1                      ","Attribute","subf_dx1","n/a","mess","The number of columns in the FIRST rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess_subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess:fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1024","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subf_dx2:1                      ","Attribute","subf_dx2","n/a","mess","The number of columns in the SECOND rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess_subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess:fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1024","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subf_dx3:1                      ","Attribute","subf_dx3","n/a","mess","The number of columns in the THIRD rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess_subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess:fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1024","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subf_dx4:1                      ","Attribute","subf_dx4","n/a","mess","The number of columns in the FOURTH rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess_subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess:fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1024","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subf_dx5:1                      ","Attribute","subf_dx5","n/a","mess","The number of columns in the FIFTH rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess_subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess:fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1024","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subf_dy1:1                      ","Attribute","subf_dy1","n/a","mess","The number of rows in the FIRST rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess_subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess:fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1024","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subf_dy2:1                      ","Attribute","subf_dy2","n/a","mess","The number of rows in the SECOND rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess_subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess:fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1024","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subf_dy3:1                      ","Attribute","subf_dy3","n/a","mess","The number of rows in the THIRD rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess_subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess:fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1024","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subf_dy4:1                      ","Attribute","subf_dy4","n/a","mess","The number of rows in the FOURTH rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess_subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess:fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1024","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subf_dy5:1                      ","Attribute","subf_dy5","n/a","mess","The number of rows in the FIFTH rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess_subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess:fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1024","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subframe:1                      ","Attribute","subframe","n/a","mess","Number of rectangular subframes within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). Subframes may overlap each other, and are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess:fpu_bin and mess:pixelbin. Either a full image may be specified, or up to five discrete regions within the full image. In all cases, the first four columns of the original 1024x1024 image, which are physically masked and serve as a dark current reference, are downlinked as subframe 0, even if the full image case is described. Within the subframes, pixel binning as described by mess:fpu_bin and mess:pixelbin is performed.","ppi","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subframe:2                       Value:0","Value","0","","","no subframes (full image)"
"mess:MDIS:2                           mess:subframe:2                       Value:1","Value","1","","","1 subframe"
"mess:MDIS:2                           mess:subframe:2                       Value:2","Value","2","","","2 subframes"
"mess:MDIS:2                           mess:subframe:2                       Value:3","Value","3","","","3 subframes"
"mess:MDIS:2                           mess:subframe:2                       Value:4","Value","4","","","4 subframes"
"mess:MDIS:2                           mess:subframe:2                       Value:5","Value","5","","","5 subframes"
"mess:MDIS:2                           mess:subf_x1:1                       ","Attribute","subf_x1","n/a","mess","The zero-based starting column of the FIRST rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess:subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess_fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1023","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subf_x2:1                       ","Attribute","subf_x2","n/a","mess","The zero-based starting column of the SECOND rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess:subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess_fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1023","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subf_x3:1                       ","Attribute","subf_x3","n/a","mess","The zero-based starting column of the THIRD rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess:subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess_fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1023","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subf_x4:1                       ","Attribute","subf_x4","n/a","mess","The zero-based starting column of the FOURTH rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess:subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess_fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1023","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subf_x5:1                       ","Attribute","subf_x5","n/a","mess","The zero-based starting column of the FIFTH rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess:subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess_fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1023","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subf_y1:1                       ","Attribute","subf_y1","n/a","mess","The zero-based starting row of the FIRST rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess:subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess_fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1023","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subf_y2:1                       ","Attribute","subf_y2","n/a","mess","The zero-based starting row of the SECOND rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess:subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess_fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1023","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subf_y3:1                       ","Attribute","subf_y3","n/a","mess","The zero-based starting row of the THIRD rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess:subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess_fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1023","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subf_y4:1                       ","Attribute","subf_y4","n/a","mess","The zero-based starting row of the FOURTH rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess:subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess_fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1023","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:subf_y5:1                       ","Attribute","subf_y5","n/a","mess","The zero-based starting row of the FIFTH rectangular subframe within an MDIS image to be retained after image compression by the MESSENGER spacecraft main processor (MP). There may be up to five subframes per image as defined by mess:subframe. Subframes are defined in the original 1024x1024 pixel MDIS coordinate system before pixel binning as described by mess_fpu_bin and mess:pixelbin.","ppi","ASCII_Integer","0","1","0","1023","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:time_pls:1                      ","Attribute","time_pls","n/a","mess","Source of the 1 Hz time pulse used in time-tagging MDIS images.","ppi","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:time_pls:2                       Value:0","Value","0","","","Software"
"mess:MDIS:2                           mess:time_pls:2                       Value:1","Value","1","","","Main Processor A (MP-A)"
"mess:MDIS:2                           mess:time_pls:2                       Value:2","Value","2","","","Main Processor B (MP-B)"
"mess:MDIS:2                           mess:time_pls:2                       Value:3","Value","3","","","Software"
"mess:MDIS:2                           mess:wvlratio:1                      ","Attribute","wvlratio","n/a","mess","Commanded (lossy) wavelet compression ratio for an MDIS image.","ppi","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MDIS:2                           mess:wvlratio:2                       Value:0","Value","0","","","no wavelet compression (note: this expands an 8 or 12 bit image to 16 bits per pixel)"
"mess:MDIS:2                           mess:wvlratio:2                       Value:1","Value","1","","","'1x' compression (actually lossless, with an indeterminate ratio)"
"mess:MDIS:2                           mess:wvlratio:2                       Value:2","Value","2","","","2x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:3","Value","3","","","3x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:4","Value","4","","","4x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:5","Value","5","","","5x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:6","Value","6","","","6x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:7","Value","7","","","7x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:8","Value","8","","","8x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:9","Value","9","","","9x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:10","Value","10","","","10x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:11","Value","11","","","11x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:12","Value","12","","","12x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:13","Value","13","","","13x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:14","Value","14","","","14x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:15","Value","15","","","15x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:16","Value","16","","","16x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:17","Value","17","","","17x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:18","Value","18","","","18x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:19","Value","19","","","19x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:20","Value","20","","","20x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:21","Value","21","","","21x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:22","Value","22","","","22x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:23","Value","23","","","23x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:24","Value","24","","","24x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:25","Value","25","","","25x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:26","Value","26","","","26x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:27","Value","27","","","27x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:28","Value","28","","","28x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:29","Value","29","","","29x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:30","Value","30","","","30x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:31","Value","31","","","31x compression"
"mess:MDIS:2                           mess:wvlratio:2                       Value:32","Value","32","","","32x compression"
"mess:MESSENGER:1                     ","Class","MESSENGER","1.0.0.0","mess","The MESSENGER class is the container for MESSENGER mission-specific metadata elements. ","ppi","","","","","","","","","","",""
"mess:MESSENGER:2                      mess:mission_phase_name:1            ","Attribute","mission_phase_name","n/a","mess","The mission_phase_name attribute provides the mission-defined name of a mission phase.","ppi","ASCII_Short_String_Collapsed","0","*","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mess:MESSENGER:2                      mess:mission_phase_name:2             Value:Launch","Value","Launch","","","2004-08-03 (2004-216)to 2004-09-12 (2004-256)"
"mess:MESSENGER:2                      mess:mission_phase_name:2             Value:Earth Cruise","Value","Earth Cruise","","","2004-09-13 (2004-257) to 2005-07-18 (2005-199)"
"mess:MESSENGER:2                      mess:mission_phase_name:2             Value:Earth Flyby","Value","Earth Flyby","","","2005-07-19 (2005-200) to 2005-08-16 (2005-228)"
"mess:MESSENGER:2                      mess:mission_phase_name:2             Value:Venus 1 Cruise","Value","Venus 1 Cruise","","","2005-08-17 (2005-229) to 2006-10-09 (2006-282)"
"mess:MESSENGER:2                      mess:mission_phase_name:2             Value:Venus 1 Flyby","Value","Venus 1 Flyby","","","2006-10-10 (2006-283) to 2006-11-07 (2006-311)"
"mess:MESSENGER:2                      mess:mission_phase_name:2             Value:Venus 2 Cruise","Value","Venus 2 Cruise","","","2006-11-08 (2006-312) to 2007-05-22 (2007-142)"
"mess:MESSENGER:2                      mess:mission_phase_name:2             Value:Venus 2 Flyby","Value","Venus 2 Flyby","","","2007-05-23 (2007-143) to 2007-06-20 (2007-171)"
"mess:MESSENGER:2                      mess:mission_phase_name:2             Value:Mercury 1 Cruise","Value","Mercury 1 Cruise","","","2007-06-21 (2007-172) to 2007-12-30 (2007-364)"
"mess:MESSENGER:2                      mess:mission_phase_name:2             Value:Mercury 1 Flyby","Value","Mercury 1 Flyby","","","2007-12-31 (2007-365) to 2008-01-28 (2008-028)"
"mess:MESSENGER:2                      mess:mission_phase_name:2             Value:Mercury 2 Cruise","Value","Mercury 2 Cruise","","","2008-01-29 (2008-029) to 2008-09-21 (2008-265)"
"mess:MESSENGER:2                      mess:mission_phase_name:2             Value:Mercury 2 Flyby","Value","Mercury 2 Flyby","","","2008-09-22 (2008-266) to 2008-10-20 (2008-294)"
"mess:MESSENGER:2                      mess:mission_phase_name:2             Value:Mercury 3 Cruise","Value","Mercury 3 Cruise","","","2008-10-21 (2008-295) to 2009-10-14 (2009-287)"
"mess:MESSENGER:2                      mess:mission_phase_name:2             Value:Mercury 3 Flyby","Value","Mercury 3 Flyby","","","2009-09-16 (2009-259) to 2009-10-14 (2009-287)"
"mess:MESSENGER:2                      mess:mission_phase_name:2             Value:Mercury 4 Cruise","Value","Mercury 4 Cruise","","","2009-10-15 (2009-288) to 2011-03-03 (2011-062)"
"mess:MESSENGER:2                      mess:mission_phase_name:2             Value:Mercury Orbit","Value","Mercury Orbit","","","2011-03-04 (2011-063) to 2012-03-17 (2012-077) This phase began at Mercury orbit insertion and continued through the first year of orbital operations."
"mess:MESSENGER:2                      mess:mission_phase_name:2             Value:Mercury Orbit Year 2","Value","Mercury Orbit Year 2","","","2012-03-18 (2012-078) to 2013-03-17 (2013-076)"
"mess:MESSENGER:2                      mess:mission_phase_name:2             Value:Mercury Orbit Year 3","Value","Mercury Orbit Year 3","","","2013-03-18 (2013-077) to 2014-03-17 (2014-076)"
"mess:MESSENGER:2                      mess:mission_phase_name:2             Value:Mercury Orbit Year 4","Value","Mercury Orbit Year 4","","","2014-03-18 (2014-077) to 2015-03-17 (2015-076)"
"mess:MESSENGER:2                      mess:mission_phase_name:2             Value:Mercury Orbit Year 5","Value","Mercury Orbit Year 5","","","2015-03-18 (2014-077) to 2015-04-30 (2015-120). The Orbit phase year 5 continued the extended mission through to the end of orbital operations. This phase continued the most intensive science portion of the mission with full instrument utilization through near the end of the period which ended when the spacecraft impacted Mercury as expected on 30 April 2015."
"mess:MESSENGER:2                      mess:orbit_number:1                  ","Attribute","orbit_number","n/a","mess","The orbit_number attribute identifies the number of the orbital revolution of a spacecraft around a target body. For MESSENGER, the orbit number was incremented at apoapsis. For observations made before the spacecraft was in orbit, orbit_number has no value, and its nilReason attribute is "inapplicable". ","ppi","ASCII_NonNegative_Integer","0","1","0","18446744073709551615","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mess:MESSENGER:2                      mess:spacecraft_clock_start_count:1  ","Attribute","spacecraft_clock_start_count","n/a","mess","The spacecraft_clock_start_count attribute provides the value of the spacecraft clock at the beginning of a time period of interest. A planned reset of the on-board clock of the MESSENGER spacecraft occurred on January 8, 2013. This was commanded by Mission Operations and was done because the integer seconds part of the on-board mission- elapsed-time (MET) counter is not long enough to contain the larger MET values that would occur due to the extended mission. The MESSENGER team elected to command the clock reset and set MET to a small non-zero value to prevent disruptions in on-board timekeeping and other effects (that might have occurred if the clock were allowed to automatically rollover to 0 in early 2013) and to ensure that the MET counter would accomodate the remaining extended mission. As a result of the spacecraft clock reset, a discontinuity was introduced and MET values are no longer guaranteed to be unique throughout the mission. This ambiguity is resolved in ground processing by the use of SPICE 'clock partitions' (partition 1 for pre-reset METs and partition 2 for post-reset METs) in the Spacecraft Clock (SCLK) kernel (which supports mapping MET to other time forms using SPICE routines as described below) and with MET values stored in PDS products, labels, and for some instruments, product file names. For MET values in products or labels, a '1/' or '2/' preceding MET indicates the partition, as in: SPACECRAFT_CLOCK_START_COUNT = '1/265485874' SPACECRAFT_CLOCK_STOP_COUNT = '2/000100005' When using SPICE routines, clock partition numbers should be included with MET input values. METs expressed without an explicit partition number are associated with clock partition 1 by default. Use of clock partition numbers in file names for some MDIS products is described in the MDIS EDR and CDR/RDR SIS documents with those data sets. ","ppi","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mess:MESSENGER:2                      mess:spacecraft_clock_stop_count:1   ","Attribute","spacecraft_clock_stop_count","n/a","mess","The spacecraft_clock_stop_count attribute provides the value of the spacecraft clock at the beginning of a time period of interest. A planned reset of the on-board clock of the MESSENGER spacecraft occurred on January 8, 2013. This was commanded by Mission Operations and was done because the integer seconds part of the on-board mission- elapsed-time (MET) counter is not long enough to contain the larger MET values that would occur due to the extended mission. The MESSENGER team elected to command the clock reset and set MET to a small non-zero value to prevent disruptions in on-board timekeeping and other effects (that might have occurred if the clock were allowed to automatically rollover to 0 in early 2013) and to ensure that the MET counter would accomodate the remaining extended mission. As a result of the spacecraft clock reset, a discontinuity was introduced and MET values are no longer guaranteed to be unique throughout the mission. This ambiguity is resolved in ground processing by the use of SPICE 'clock partitions' (partition 1 for pre-reset METs and partition 2 for post-reset METs) in the Spacecraft Clock (SCLK) kernel (which supports mapping MET to other time forms using SPICE routines as described below) and with MET values stored in PDS products, labels, and for some instruments, product file names. For MET values in products or labels, a '1/' or '2/' preceding MET indicates the partition, as in: SPACECRAFT_CLOCK_START_COUNT = '1/265485874' SPACECRAFT_CLOCK_STOP_COUNT = '2/000100005' When using SPICE routines, clock partition numbers should be included with MET input values. METs expressed without an explicit partition number are associated with clock partition 1 by default. Use of clock partition numbers in file names for some MDIS products is described in the MDIS EDR and CDR/RDR SIS documents with those data sets. ","ppi","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mess:MESSENGER:2                      mess:standard_data_product_id:1      ","Attribute","standard_data_product_id","n/a","mess","The standard_data_product_id keyword is used to identify data products of the same processing level that are not otherwise indentified by being in different collections within the bundle.","ppi","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mess:MESSENGER:2                      mess:software_name:1                 ","Attribute","software_name","n/a","mess","The name of the software used to generate the product.","ppi","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mess:MESSENGER:2                      mess:software_version_id:1           ","Attribute","software_version_id","n/a","mess","The version of the software used to generate the product. It usually has the form m.n","ppi","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mess:MESSENGER:2                      mess:detector_id:1                   ","Attribute","detector_id","n/a","mess","The value indicates what detector of the GRS instrument measured the observation.","ppi","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mess:MESSENGER:2                      mess:detector_id:2                    Value:shield","Value","shield","","","Measurement from the GRS shield detector"
"mess:MESSENGER:2                      mess:detector_id:2                    Value:acs","Value","acs","","","Measurement from the GRS anti-coincidence shield."
"mess:MESSENGER:2                      mess:detector_id:2                    Value:hpge","Value","hpge","","","Measurement from the high purity Germanium (HPGe) detector."
"mess:MESSENGER:2                      mess:detector_id:2                    Value:microphonics","Value","microphonics","","","Measurement from the microphoncis detector."
