"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"speclib:Measurement_Instrument:1        ","Class","Measurement_Instrument","1.0.0.0","speclib","The Measurement_Instrument class contains attributes that identify the instrument that made the measurement. ","geo","","","","","","","","","","",""
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Carbonate","Value","Carbonate","","","The Carbonate value indicates the specimen is a carbonate."
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Chromate","Value","Chromate","","","The Chromate value indicates the specimen is a chromate."
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Cyclosilicate","Value","Cyclosilicate","","","The Cyclosiliate value indicates the specimen is a sorosilicate."
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Halide","Value","Halide","","","The Halide value indicates the specimen is a halide."
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Hydroxide","Value","Hydroxide","","","The Hydroxide value indicates the specimen is a hydroxide."
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Inosilicate","Value","Inosilicate","","","The Inosilicate value indicates the specimen is a inosilicate."
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Iodate","Value","Iodate","","","The Iodate value indicates the specimen is an iodate."
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Native Element","Value","Native Element","","","The Native Element value indicates the specimen is a native element or an alloy."
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Nesosilicate","Value","Nesosilicate","","","The Nesosiliacte value indicates the specimen is a nesosilicate."
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Nitrate","Value","Nitrate","","","The Nitrate value indicates the specimen is a nitrate."
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Organic Compound","Value","Organic Compound","","","The Organic Compound value indicates the specimen is an organic compound."
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Oxide","Value","Oxide","","","The Oxide value indicates the specimen is an oxide."
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Phosphate","Value","Phosphate","","","The Phosphate value indicates the specimen is a sulfate."
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Phyllosilicate","Value","Phyllosilicate","","","The Phyllosilicate value indicates the specimen is a phyllosilicate."
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Sorosilicate","Value","Sorosilicate","","","The Sorosilicate value indicates the specimen is a sorosilicate."
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Sulfate","Value","Sulfate","","","The Sulfate value indicates the specimen is a sulfate."
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Sulfide","Value","Sulfide","","","The Sulfide value indicates the specimen is a sulfide."
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Tectosilicate","Value","Tectosilicate","","","The Tectosilicate value indicates the specimen is a tectosilicate."
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Unclassified","Value","Unclassified","","","The Unclassified value indicates that the specimen doesn't fit into any of these categories, but is still a mineral."
"speclib:Specimen_Classification:2        speclib:mineral_type:2                   Value:Vanadate","Value","Vanadate","","","The Vanadate value indicates that the specimen is a vanadate."
"speclib:Specimen_Classification:2        speclib:mineral_subtype:1               ","Attribute","mineral_subtype","n/a","speclib","The mineral_subtype element identifies the mineral subtype of the specimen.","geo","UTF8_Short_String_Collapsed","0","10","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"speclib:Specimen_Classification:2        speclib:rock_type:1                     ","Attribute","rock_type","n/a","speclib","The rock_type element identifies the type of rock the specimen is.","geo","UTF8_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"speclib:Specimen_Classification:2        speclib:rock_type:2                      Value:Igneous","Value","Igneous","",""," The Igneous value indicates that the specimen is volatile-poor and was formed by the cooling of magma or lava. "
"speclib:Specimen_Classification:2        speclib:rock_type:2                      Value:Metamorphic","Value","Metamorphic","",""," The Metamorphic value indicates that the specimen was formed by metamorphic processes (e.g., increased temperature and/or pressure conditions that altered the rock composition without melting) "
"speclib:Specimen_Classification:2        speclib:rock_type:2                      Value:Sedimentary","Value","Sedimentary","",""," The Sedimentary value indicates that the specimen was formed by sedimentary processes (e.g., lithification of unconsolidated material, direct chemical precipitation) "
"speclib:Specimen_Classification:2        speclib:rock_type:2                      Value:Unknown","Value","Unknown","",""," The Unknown value indicates that there is not enough information about the specimen to assign it a rock type "
"speclib:Specimen_Classification:2        speclib:rock_subtype:1                  ","Attribute","rock_subtype","n/a","speclib","The rock_subtype element identifies the rock subtype of the specimen.","geo","UTF8_Short_String_Collapsed","0","10","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"speclib:Specimen_Classification:2        speclib:volatile_type:1                 ","Attribute","volatile_type","n/a","speclib","The volatile_type element indicates whether the material was volatile-poor (less than 2.0% loss on ignition) or volatile-rich (greater than 2.0% loss on ignition). ","geo","UTF8_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"speclib:Specimen_Classification:2        speclib:volatile_type:2                  Value:Poor","Value","Poor","","","The Poor value indicates the specimen had less than 2.0% loss on ignition."
"speclib:Specimen_Classification:2        speclib:volatile_type:2                  Value:Rich","Value","Rich","","","The Rich value indicates the specimen had greater than 2.0% loss on ignition."
"speclib:Specimen_Classification:2        speclib:volatile_type:2                  Value:Unknown","Value","Unknown","","","The Unknown value indicates the specimen's volatile type is unknown."
"speclib:Specimen_Classification:2        speclib:synthetic_processing_description:1","Attribute","synthetic_processing_description","n/a","speclib","The synthetic_processing_description element describes how a synthetic specimen has been processed.","geo","UTF8_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"speclib:Specimen_Classification:2        speclib:specimen_ph:1                   ","Attribute","specimen_ph","n/a","speclib","The specimen_ph element provides the pH of the observed specimen.","geo","ASCII_Real","0","1","0","14","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"speclib:Specimen_Classification:2        speclib:specimen_dilution_method:1      ","Attribute","specimen_dilution_method","n/a","speclib","The specimen_dilution_method element describes the method by which dilution was conducted.","geo","UTF8_Text_Preserved","0","1","Unbounded","Unbounded","1","1000","Units_of_None","none","TBD_classConcept","TEXT"
"speclib:Specimen_Classification:2        speclib:specimen_solute_standard:1      ","Attribute","specimen_solute_standard","n/a","speclib","The specimen_solute_standard element provides the standard used for the solute.","geo","UTF8_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"speclib:Specimen_Parameters:1           ","Class","Specimen_Parameters","1.0.0.0","speclib","The Specimen_Parameters class provides information about a specimen for which measurements have been made.","geo","","","","","","","","","","",""
"speclib:Specimen_Parameters:2            speclib:specimen_id:1                   ","Attribute","specimen_id","n/a","speclib","The specimen_id element uniquely identifies the specimen.","geo","UTF8_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"speclib:Specimen_Parameters:2            speclib:specimen_name:1                 ","Attribute","specimen_name","n/a","speclib","The specimen_name element identifies the specimen as it is named where it is being kept.","geo","UTF8_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"speclib:Specimen_Parameters:2            speclib:specimen_description:1          ","Attribute","specimen_description","n/a","speclib","The specimen_description element provides a short description of the specimen.","geo","UTF8_Text_Preserved","0","1","Unbounded","Unbounded","1","1000","Units_of_None","none","TBD_classConcept","TEXT"
"speclib:Specimen_Parameters:2            speclib:source_specimen_id:1            ","Attribute","source_specimen_id","n/a","speclib","The source_specimen_id element identifies the source specimen from which the observed specimen is derived.","geo","UTF8_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"speclib:Specimen_Parameters:2            speclib:specimen_min_size:1             ","Attribute","specimen_min_size","n/a","speclib","The specimen_min_size element identifies the minimum particle size of the observed specimen.","geo","ASCII_Real","0","1","0","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"speclib:Specimen_Parameters:2            speclib:specimen_min_size_reported_percentile:1","Attribute","specimen_min_size_reported_percentile","n/a","speclib","The percentile reported by the specimen_min_size element. For example, a specimen_min_size_reported_percentile of 90 indicates that 90 percent of the specimen has a particle size greater than or equal to specimen_min_size.","geo","ASCII_Real","0","1","0","100","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"speclib:Specimen_Parameters:2            speclib:specimen_max_size:1             ","Attribute","specimen_max_size","n/a","speclib","The specimen_max_size element identifies the maximum particle size of the observed specimen.","geo","ASCII_Real","0","1","0","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"speclib:Specimen_Parameters:2            speclib:specimen_max_size_reported_percentile:1","Attribute","specimen_max_size_reported_percentile","n/a","speclib","The percentile reported by the specimen_max_size element. For example, a specimen_max_size_reported_percentile of 90 indicates that 90 percent of the specimen has a particle size less than or equal to specimen_max_size.","geo","ASCII_Real","0","1","0","100","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"speclib:Specimen_Parameters:2            speclib:specimen_thin_section_flag:1    ","Attribute","specimen_thin_section_flag","n/a","speclib","The specimen_thin_section_flag element indicates whether or not the specimen is a thin section.","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"speclib:Specimen_Parameters:2            speclib:specimen_thin_section_flag:2     Value:N","Value","N","","","No, the specimen is not a thin section."
"speclib:Specimen_Parameters:2            speclib:specimen_thin_section_flag:2     Value:Y","Value","Y","","","Yes, the specimen is a thin section."
"speclib:Specimen_Parameters:2            speclib:specimen_collection_location:1  ","Attribute","specimen_collection_location","n/a","speclib","The specimen_collection_location element provides the place where the specimen was collected.","geo","UTF8_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"speclib:Specimen_Parameters:2            speclib:specimen_owner_location:1       ","Attribute","specimen_owner_location","n/a","speclib","The specimen_owner_location element provides the institution or laboratory name where the specimen resides.","geo","UTF8_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"speclib:Specimen_Parameters:2            speclib:specimen_owner_name:1           ","Attribute","specimen_owner_name","n/a","speclib","The specimen_owner_name element identifies the individual or laboratory to whom the specimen belongs.","geo","UTF8_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"speclib:Specimen_Parameters:2            speclib:specimen_provider_name:1        ","Attribute","specimen_provider_name","n/a","speclib","The specimen_provider_name element gives the name of the person who provided the specimen for spectral measurement.","geo","UTF8_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"speclib:Ancillary_Product:1             ","Class","Ancillary_Product","1.0.0.0","speclib","The Ancillary_Product class identifies an ancillary measurement related to a Spectral Library specimen.","geo","","","","","","","","","","",""
"speclib:Ancillary_Product:2              speclib:ancillary_product_type:1        ","Attribute","ancillary_product_type","n/a","speclib","The ancillary_product_type element provides the type of data found in an ancillary product.","geo","UTF8_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"speclib:Ancillary_Product:2              speclib:ancillary_product_type:2         Value:Attenuated Total Ref","Value","Attenuated Total Reflectance Spectroscopy","",""," IR spectroscopic technique in which placing a sample next to a high refractive index crystal causes total internal reflection resulting in an evanescent wave that samples shallow properties of the sample "
"speclib:Ancillary_Product:2              speclib:ancillary_product_type:2         Value:Chemical Composition","Value","Chemical Composition","","","Elemental or oxide abundances for samples"
"speclib:Ancillary_Product:2              speclib:ancillary_product_type:2         Value:Differential Scannin","Value","Differential Scanning Calorimetry","",""," Technique in which the sample is heated and temperature is monitored to evaluate exothermic and endothermic reactions that are indicative of composition "
"speclib:Ancillary_Product:2              speclib:ancillary_product_type:2         Value:Electron Microprobe ","Value","Electron Microprobe Analysis","",""," Microprobe technique in which the sample is bombarded with electrons, with resultant X-ray emission spectra indicative of sample composition "
"speclib:Ancillary_Product:2              speclib:ancillary_product_type:2         Value:Image","Value","Image","",""," An image of the sample "
"speclib:Ancillary_Product:2              speclib:ancillary_product_type:2         Value:Modal Mineralogy","Value","Modal Mineralogy","",""," Sample mineral abundances defined as weight or volume percentages "
"speclib:Ancillary_Product:2              speclib:ancillary_product_type:2         Value:Raman Spectroscopy","Value","Raman Spectroscopy","",""," Spectroscopic technique based on based on inelastic scattering of monochromatic light, usually from a laser source "
"speclib:Ancillary_Product:2              speclib:ancillary_product_type:2         Value:Reflectance Spectros","Value","Reflectance Spectroscopy","",""," Spectroscopic technique based on measuring the spectral properties of light scattered from samples "
"speclib:Ancillary_Product:2              speclib:ancillary_product_type:2         Value:Thermogravimetric An","Value","Thermogravimetric Analysis","",""," Technique in which sample mass is measured as its temperature is increased "
"speclib:Ancillary_Product:2              speclib:ancillary_product_type:2         Value:Transmission Spectro","Value","Transmission Spectroscopy","",""," Spectroscopic technique based on measuring the spectral properties of light transmitted through samples "
"speclib:Ancillary_Product:2              speclib:ancillary_product_type:2         Value:X-ray Diffraction","Value","X-ray Diffraction","",""," X-rays diffracted by a sample as a function of incident angle are used to determine sample crystal structure "
"speclib:Ancillary_Product:2              speclib:ancillary_product_type:2         Value:X-ray Fluorescence","Value","X-ray Fluorescence","",""," Spectroscopic technique in which the sample is bombarded by high-energy X-rays or gamma rays, with fluorescent X-ray emission spectra indicative of sample composition "
"speclib:Spectral_Library_Product:1      ","Class","Spectral_Library_Product","1.0.0.0","speclib","The Spectral_Library_Product class provides information about a data product in the Spectral Library.","geo","","","","","","","","","","",""
"speclib:Spectral_Library_Product:2       speclib:processing_description:1        ","Attribute","processing_description","n/a","speclib","The processing_description element provides information about how measurement(s) for a particular product were made, in addition to the information given in the Measurement Parameters class. In the case of a product created by merging multiple measurements, this element describes how the merge was done.","geo","UTF8_Text_Preserved","0","1","Unbounded","Unbounded","1","Unbounded","Units_of_None","none","TBD_classConcept","TEXT"
"speclib:Spectral_Library_Product:2       speclib:measurement_segments:1          ","Attribute","measurement_segments","n/a","speclib","The measurement_segments are the number of individual spectra that were combined to create the final merged spectrum. If the spectrum is not merged from multiple spectra, then the value of measurement_segments is 1.","geo","ASCII_NonNegative_Integer","1","1","0","18446744073709551615","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
